codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
80876;PTMSP;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;2;BIMOTOR;4717;6;1998;BRASIL;BRASIL;REDENÇÃO;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;PRIVADA;LEVE;0
80875;PPMXM;AVIÃO;DASSAULT;FALCON 2000EX;F2TH;JATO;2;BIMOTOR;19414;13;2012;BRASIL;BRASIL;NOVA ANDRADINA;BACACHERI;POUSO;PRIVADA;LEVE;0
80874;PSGUA;AVIÃO;SOCATA;TBM700N;TBM7;TURBOÉLICE;1;MONOMOTOR;3354;0;2008;BRASIL;BRASIL;CAMPO DE MARTE - SP;PIRACICABA;CRUZEIRO;PRIVADA;LEVE;0
80873;PSVIC;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;2;BIMOTOR;3946;7;1981;BRASIL;BRASIL;PILOTO OSVALDO MARQUES DIAS;EDUARDO GOMES;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
80872;PRTTO;AVIÃO;BOEING;727-2M7;B722;JATO;3;TRIMOTOR;92124;3;1976;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;EURICO DE AGUIAR SALLES;DECOLAGEM;REGULAR;NENHUM;0
80871;PREGD;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;1;MONOMOTOR;1134;4;2007;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;***;DESTRUÍDA;1
80870;PRNLH;AVIÃO;CESSNA AIRCRAFT;182N;C182;PISTÃO;1;MONOMOTOR;1338;4;1970;BRASIL;BRASIL;ESTÂNCIA SANTA MARIA;ESTÂNCIA SANTA MARIA;POUSO;POLICIAL;NENHUM;0
80870;PTIJX;AVIÃO;BEECH AIRCRAFT;G33;BE33;PISTÃO;1;MONOMOTOR;1497;5;1972;BRASIL;BRASIL;ESTÂNCIA SANTA MARIA;AGROPECUÁRIA CÉU ABERTO LTDA;DECOLAGEM;PRIVADA;NENHUM;0
80869;PTCSY;AVIÃO;PIPER AIRCRAFT;PA-30;PA30;PISTÃO;2;BIMOTOR;1633;4;1968;BRASIL;BRASIL;MARICÁ;Clube Céu;ARREMETIDA NO SOLO;INSTRUÇÃO;LEVE;0
80866;PRAQA;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2012;BRASIL;BRASIL;TANCREDO NEVES;GUANAMBI;DECOLAGEM;REGULAR;NENHUM;0
80864;PTOJA;AVIÃO;BEECH AIRCRAFT;C90;BE9L;TURBOÉLICE;2;BIMOTOR;4377;7;1981;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
80863;PRJAQ;AVIÃO;CESSNA AIRCRAFT;750;C750;JATO;2;BIMOTOR;16194;10;1998;BRASIL;BRASIL;FAZENDA PORTOBELLO;PRESIDENTE JUSCELINO KUBITSCHEK;PROCEDIMENTO DE APROXIMAÇÃO IFR;PRIVADA;NENHUM;0
80862;PRGGE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;197;2008;BRASIL;BRASIL;SALGADO FILHO;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
80862;PRMBW;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2008;BRASIL;BRASIL;CONGONHAS;PROFESSOR ERIBERTO MANOEL REINO;DECOLAGEM;REGULAR;NENHUM;0
80861;PROHK;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;22;2010;BRASIL;BRASIL;SÃO TOMÉ;PETROBRAS P53;CRUZEIRO;TÁXI AÉREO;LEVE;0
80860;PRBLF;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;1;MONOMOTOR;621;2;0;BRASIL;BRASIL;BARROCO LOPES;BARROCO LOPES;CRUZEIRO;INSTRUÇÃO;LEVE;0
80858;PTIDG;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;1;MONOMOTOR;1338;4;1972;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;OUTRA FASE;PRIVADA;DESTRUÍDA;0
80857;PSLNL;AVIÃO;LEARJET;45;LJ45;JATO;2;BIMOTOR;9752;0;2007;BRASIL;BRASIL;ARAGUAÍNA;SANTOS DUMONT;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
80856;PTHQU;HELICÓPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;1;MONOMOTOR;1451;5;1982;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;PRIVADA;SUBSTANCIAL;2
80854;N2214R;AVIÃO;CESSNA AIRCRAFT;T210H;T210;PISTÃO;1;MONOMOTOR;0;0;1968;ESTADOS UNIDOS;ESTADOS UNIDOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;***;***;SUBSTANCIAL;1
80853;PRYRS;AVIÃO;AIRBUS;A320-253N;A20N;JATO;2;BIMOTOR;77000;182;2018;BRASIL;BRASIL;MARECHAL RONDON;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;SUBIDA;REGULAR;NENHUM;0
80852;PRAXA;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;CATARATAS;SALGADO FILHO;SUBIDA;REGULAR;NENHUM;0
80851;FAB3601;AVIÃO;DESCONHECIDO;***;***;DESCONHECIDO;DESCONHECIDO;***;0;0;0;BRASIL;BRASIL;SENADOR NILO COELHO;SENADOR NILO COELHO;APROXIMAÇÃO FINAL;ESPECIALIZADA;NENHUM;0
80851;PRAYL;AVIÃO;EMBRAER;ERJ 190-200 LR;E195;JATO;2;BIMOTOR;52290;125;2010;BRASIL;BRASIL;SENADOR NILO COELHO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
80850;PTZUM;AVIÃO;DESCONHECIDO;RV-7A;ZZZZ;PISTÃO;1;MONOMOTOR;816;2;2009;BRASIL;BRASIL;COSTA ESMERALDA;Aeroporto Regional de Pato Branco;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
80849;PTRFT;AVIÃO;EMBRAER;EMB-820C CARAJA;PAT4;TURBOÉLICE;2;BIMOTOR;3629;8;1983;BRASIL;BRASIL;SERAFIN ENOSS BERTASO;REGIONAL SUL;POUSO;POLICIAL;LEVE;0
80848;*****;***;DESCONHECIDO;MODELO DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;FORA DE AERODROMO;NÃO IDENTIFICADO;CRUZEIRO;AERODESPORTIVA;NENHUM;0
80846;PPGSE;AVIÃO;AERO BOERO;AB-180;AB18;PISTÃO;1;MONOMOTOR;844;2;1993;BRASIL;BRASIL;AEROCLUBE DE BENTO GONÇALVES;AEROCLUBE DE BENTO GONÇALVES;TÁXI;PRIVADA;LEVE;0
80844;PRPIN;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;2;BIMOTOR;3000;7;2009;BRASIL;BRASIL;SANTUÁRIO NACIONAL DE NOSSA SENHORA DA CONCEIÇÃO APARECIDA;ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL;ESTACIONAMENTO;PRIVADA;LEVE;0
80843;PRAUP;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;0;BRASIL;BRASIL;MARECHAL RONDON;TANCREDO NEVES;CORRIDA APÓS POUSO;REGULAR;LEVE;0
