ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_publicado;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;29/05/2014;13:32:00;SIM;FINALIZADA;NÃO;1;NÃO;PTUUW;AVIÃO;NEIVA;EMB-202A;PISTÃO;1;MONOMOTOR;1;2008;BRASIL;BANAER DE JACUPIRANGA;BANAER DE JACUPIRANGA;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
INCIDENTE;ANÁPOLIS;GO;BRASIL;SBAN;27/05/2014;11:55:00;SIM;FINALIZADA;NÃO;1;NÃO;PRVCC;AVIÃO;BEECH AIRCRAFT;58;PISTÃO;2;BIMOTOR;6;1982;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;21/05/2014;21:50:00;SIM;FINALIZADA;NÃO;1;NÃO;PREBJ;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;0;BRASIL;AEROCLUBE DE ITÁPOLIS;CHAFEI AMSEI;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
INCIDENTE;LONDRINA;PR;BRASIL;SBLO;18/05/2014;20:46:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTVE;AVIÃO;PIPER AIRCRAFT;PA-36-375;PISTÃO;1;MONOMOTOR;1;1982;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;1
INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;17/05/2014;18:42:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMAO;AVIÃO;AIRBUS;A319-132;JATO;2;BIMOTOR;154;2002;BRASIL;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;16/05/2014;12:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PRONJ;AVIÃO;AIRBUS;A319-115;JATO;2;BIMOTOR;141;2012;BRASIL;SANTOS DUMONT;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;TABATINGA;AM;BRASIL;SBTT;16/05/2014;15:05:00;SIM;FINALIZADA;NÃO;1;NÃO;PRBOS;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;NULL;BRASIL;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;DECOLAGEM;INSTRUÇÃO;LEVE;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;15/05/2014;13:48:00;SIM;FINALIZADA;NÃO;1;NÃO;PTYDP;HELICÓPTERO;ROBINSON HELICOPTER;R22;PISTÃO;1;MONOMOTOR;2;1991;BRASIL;FRANCISCO DE ASSIS;HELICENTRO BH;POUSO;INSTRUÇÃO;LEVE;0
INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;14/05/2014;11:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTOMW;AVIÃO;PIPER AIRCRAFT;PA-25-235;PISTÃO;1;MONOMOTOR;1;1986;BRASIL;GUAXUPÉ;CURVELO;POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;14/05/2014;20:20:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAAC;AVIÃO;CESSNA AIRCRAFT;208B;TURBOÉLICE;1;MONOMOTOR;11;2001;BRASIL;CORUMBÁ;CAMPO GRANDE;CORRIDA APÓS POUSO;POLICIAL;LEVE;0
INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;13/05/2014;11:43:00;SIM;FINALIZADA;NÃO;1;NÃO;PREGL;AVIÃO;CIRRUS;SR22;PISTÃO;1;MONOMOTOR;5;2013;BRASIL;MINISTRO VICTOR KONDER;REGIONAL HUGO CANTERGIANI;SUBIDA;PRIVADA;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;12/05/2014;02:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PUSNP;ULTRALEVE;JOSE CALEIDE;PARADISE I;PISTÃO;1;MONOMOTOR;2;2008;BRASIL;APUÍ;ALDEIA;OUTRA FASE;PRIVADA;SUBSTANCIAL;2
INCIDENTE;BARREIRAS;BA;BRASIL;SNBR;10/05/2014;13:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PPXMM;AVIÃO;DESCONHECIDO;ESQUALO;PISTÃO;1;MONOMOTOR;2;2003;BRASIL;PARÁ DE MINAS;PARÁ DE MINAS;DESCIDA DESCONTROLADA;EXPERIMENTAL;DESTRUÍDA;1
INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;09/05/2014;17:50:00;SIM;FINALIZADA;NÃO;1;NÃO;PPHLJ;AVIÃO;NEIVA;56-C;PISTÃO;1;MONOMOTOR;2;1962;BRASIL;FRANCISCO DE ASSIS;FRANCISCO DE ASSIS;DECOLAGEM;INSTRUÇÃO;LEVE;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;09/05/2014;00:02:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAYD;AVIÃO;EMBRAER;ERJ 190-200 IGW;JATO;2;BIMOTOR;125;2009;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;TANCREDO NEVES;DECOLAGEM;REGULAR;LEVE;0
INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;08/05/2014;22:55:00;SIM;FINALIZADA;NÃO;1;NÃO;PTDJH;AVIÃO;CESSNA AIRCRAFT;182E;PISTÃO;1;MONOMOTOR;4;1962;BRASIL;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;CRUZEIRO;PRIVADA;DESTRUÍDA;5
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;07/05/2014;20:09:00;SIM;FINALIZADA;NÃO;1;NÃO;PTIJD;AVIÃO;BEECH AIRCRAFT;A36;PISTÃO;1;MONOMOTOR;6;1972;BRASIL;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;ARREMETIDA NO SOLO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;05/05/2014;16:55:00;SIM;FINALIZADA;NÃO;1;NÃO;AF443;AVIÃO;BOEING;B777-300ER;JATO;2;BIMOTOR;NULL;NULL;FRANÇA;ANTONIO CARLOS JOBIM / GALEÃO;FORA DE AERODROMO;SAÍDA IFR;REGULAR;NENHUM;0
INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;30/04/2014;10:11:00;SIM;FINALIZADA;NÃO;1;NÃO;PUMBV;ULTRALEVE;DESCONHECIDO;ASTRO II;PISTÃO;1;MONOMOTOR;2;1998;BRASIL;GARÇA;JOSÉ VICENTE FARIA LIMA;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;26/04/2014;21:44:00;SIM;FINALIZADA;NÃO;1;NÃO;PRCBB;HELICÓPTERO;BELL HELICOPTER;407;TURBOEIXO;1;MONOMOTOR;7;2009;BRASIL;CONGONHAS;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;5
INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;24/04/2014;05:20:00;SIM;FINALIZADA;NÃO;2;NÃO;PPGGG;AVIÃO;AERO BOERO;AB-115;PISTÃO;1;MONOMOTOR;2;1992;BRASIL;PIRACICABA;PIRACICABA;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0
INCIDENTE;BARRA DO PIRAÍ;RJ;BRASIL;FAER;22/03/2014;12:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTWRG;AVIÃO;BEECH AIRCRAFT;E55;PISTÃO;2;BIMOTOR;6;1979;BRASIL;PINTO MARTINS;PINTO MARTINS;CRUZEIRO;PRIVADA;NENHUM;0
INCIDENTE;PALMAS;TO;BRASIL;FAER;22/05/2014;04:13:00;SIM;FINALIZADA;NÃO;1;NÃO;PTNZD;AVIÃO;NEIVA;EMB-712;PISTÃO;1;MONOMOTOR;4;1980;BRASIL;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;17/05/2014;11:53:00;SIM;FINALIZADA;NÃO;1;NÃO;PUGMJ;ULTRALEVE;TOMAS EDSON ANDRADE DA CUNHA;GOLDEN VENTURA;PISTÃO;1;MONOMOTOR;2;2010;BRASIL;FAZENDA LAGEADO;CIFI;MANOBRA;EXPERIMENTAL;NENHUM;0
INCIDENTE;ARACAJU;SE;BRASIL;SBAR;14/05/2014;15:34:00;SIM;FINALIZADA;NÃO;1;NÃO;PRHFC;HELICÓPTERO;EUROCOPTER;AS 355 N;TURBOEIXO;2;BIMOTOR;6;2002;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;PRESIDENTE JUSCELINO KUBITSCHEK;MANOBRA;POLICIAL;NENHUM;0
INCIDENTE;ALTAMIRA;PA;BRASIL;SBHT;09/05/2014;12:49:00;SIM;FINALIZADA;NÃO;1;NÃO;PUXXX6;ULTRALEVE;DESCONHECIDO;***;PISTÃO;1;MONOMOTOR;NULL;0;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;DESTRUÍDA;1
INCIDENTE GRAVE;SINOP;MT;BRASIL;SWSI;13/05/2014;15:50:00;SIM;FINALIZADA;SIM;1;SIM;PRGEO;AVIÃO;BEECH AIRCRAFT;58P;PISTÃO;2;BIMOTOR;6;1977;BRASIL;PIRAPORA;PIRAPORA;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
INCIDENTE GRAVE;SANTA INÊS;MA;BRASIL;SJBY;13/05/2014;13:55:00;SIM;FINALIZADA;SIM;1;SIM;PRSMC;AVIÃO;LAVIASA;PA-25-260;PISTÃO;1;MONOMOTOR;1;2008;BRASIL;FORA DE AERODROMO;FORMOSA;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA;0
INCIDENTE GRAVE;JATAÍ;GO;BRASIL;SWJW;09/05/2014;13:30:00;SIM;FINALIZADA;SIM;1;NÃO;PTCKW;AVIÃO;PIPER AIRCRAFT;PA-31;PISTÃO;2;BIMOTOR;4;1969;BRASIL;ORLANDO BEZERRA DE MENEZES;ORLANDO BEZERRA DE MENEZES;POUSO;ESPECIALIZADA;LEVE;0
INCIDENTE GRAVE;CARAZINHO;RS;BRASIL;SSKZ;09/05/2014;16:05:00;SIM;FINALIZADA;SIM;1;SIM;PTPJE;PLANADOR;GROB AIRCRAFT;G103;SEM TRAÇÃO;0;SEM TRAÇÃO;2;1983;BRASIL;AEROCLUBE DE SANTA CATARINA;AEROCLUBE DE SANTA CATARINA;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
INCIDENTE GRAVE;MARABÁ;PA;BRASIL;SBMA;03/05/2014;19:02:00;SIM;FINALIZADA;SIM;1;NÃO;PPPFC;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;PISTÃO;1;MONOMOTOR;4;2010;BRASIL;FORA DE AERODROMO;JACAREPAGUÁ;DECOLAGEM;PRIVADA;LEVE;0
INCIDENTE GRAVE;ITANHAÉM;SP;BRASIL;SDIM;01/05/2014;14:42:00;SIM;FINALIZADA;SIM;1;SIM;PPZFO;AVIÃO;F.C. OLIVEIRA & CIA LTDA;RV-10;PISTÃO;1;MONOMOTOR;4;2011;BRASIL;CAVU - CLUBE DE AVIAÇÃO ULTRALEVE;JOÃO CORREA DA ROCHA;CORRIDA APÓS POUSO;EXPERIMENTAL;NENHUM;0
INCIDENTE GRAVE;OROCÓ;PE;BRASIL;FAER;26/04/2014;19:00:00;SIM;FINALIZADA;SIM;1;NÃO;PRVJD;AVIÃO;CESSNA AIRCRAFT;T206H;PISTÃO;1;MONOMOTOR;6;NULL;BRASIL;ALBERTO ALCOLUMBRE;PREFEITO RENATO MOREIRA;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
INCIDENTE GRAVE;PATROCÍNIO;MG;BRASIL;SNPJ;17/04/2014;20:30:00;SIM;FINALIZADA;SIM;1;NÃO;PRGTE;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;194;2006;BRASIL;HERCÍLIO LUZ;ANTONIO CARLOS JOBIM / GALEÃO;ESTACIONAMENTO;REGULAR;LEVE;0
INCIDENTE GRAVE;RECIFE;PE;BRASIL;SBRF;09/01/2014;16:08:00;SIM;FINALIZADA;SIM;1;SIM;PRSDJ;AVIÃO;BOEING;737-4Y0;JATO;2;BIMOTOR;8;1991;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;LEVE;0
INCIDENTE GRAVE;SANTARÉM;PA;BRASIL;SBSN;08/01/2014;15:15:00;SIM;FINALIZADA;SIM;1;SIM;PPHIY;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PISTÃO;1;MONOMOTOR;2;1948;BRASIL;BACACHERI;BACACHERI;CRUZEIRO;PRIVADA;LEVE;0
INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;SDAM;28/05/2014;13:25:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSSR;AVIÃO;CESSNA AIRCRAFT;T240;PISTÃO;1;MONOMOTOR;4;2013;BRASIL;CAMPO GRANDE;CAMPO GRANDE;TÁXI;PRIVADA;LEVE;0
INCIDENTE GRAVE;TAUBATÉ;SP;BRASIL;FAER;03/05/2014;14:50:00;SIM;FINALIZADA;NÃO;1;NÃO;PUSSR;ULTRALEVE;DESCONHECIDO;VIRUS;PISTÃO;1;MONOMOTOR;1;2009;BRASIL;COSTA ESMERALDA;CORREIA PINTO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
ACIDENTE;BRASÍLIA;DF;BRASIL;FAER;19/05/2014;18:00:00;SIM;FINALIZADA;NÃO;2;NÃO;PTCFE;AVIÃO;PIPER AIRCRAFT;PA-28-160;PISTÃO;1;MONOMOTOR;4;1964;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;PRIVADA;DESTRUÍDA;4
ACIDENTE;ITABAIANA;SE;BRASIL;FAER;09/03/2014;19:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTNMT;AVIÃO;NEIVA;EMB-711C;PISTÃO;1;MONOMOTOR;4;1977;BRASIL;BRIGADEIRO ANTÔNIO CABRAL;REGIONAL DA ZONA DA MATA;DESCIDA;PRIVADA;SUBSTANCIAL;0
ACIDENTE;JOÃO MONLEVADE;MG;BRASIL;FAER;04/03/2014;19:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PTJKC;AVIÃO;CESSNA AIRCRAFT;172M;PISTÃO;1;MONOMOTOR;4;1974;BRASIL;FAZENDA ANAHÍ;FAZENDA ANAHÍ;POUSO;PRIVADA;SUBSTANCIAL;0
ACIDENTE;AMERICANA;SP;BRASIL;SDAI;26/02/2014;15:30:00;SIM;FINALIZADA;NÃO;2;NÃO;LVCET;AVIÃO;EMBRAER;ERJ 190-100 IGW;JATO;2;BIMOTOR;113;2010;ARGENTINA;FORA DE AERODROMO;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
ACIDENTE;GUARIBA;SP;BRASIL;FAER;13/02/2014;17:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTAC;AVIÃO;PIPER AIRCRAFT;PA-25-235;PISTÃO;1;MONOMOTOR;1;1964;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;1
INCIDENTE;ATIBAIA;SP;BRASIL;SDTB;01/02/2014;20:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PPZVF;HELICÓPTERO;Vinicius Marini Ferreira;TALON A600;PISTÃO;1;MONOMOTOR;2;NULL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
ACIDENTE;ITANHAÉM;SP;BRASIL;FAER;30/01/2014;20:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PTKLS;AVIÃO;CESSNA AIRCRAFT;310Q;PISTÃO;2;BIMOTOR;6;1974;BRASIL;ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL;CAMPO DE FONTENELLE;POUSO;PRIVADA;LEVE;0
ACIDENTE;BOTUCATU;SP;BRASIL;FAER;24/01/2014;15:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PPGEV;AVIÃO;AERO BOERO;AB-115;PISTÃO;1;MONOMOTOR;3;1992;BRASIL;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
INCIDENTE GRAVE;JOSÉ BONIFÁCIO;SP;BRASIL;FAER;21/01/2014;14:30:00;SIM;FINALIZADA;NÃO;1;NÃO;CP2615;AVIÃO;CESSNA AIRCRAFT;210L;PISTÃO;1;MONOMOTOR;NULL;NULL;BOLÍVIA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBMT;08/05/2014;11:27:00;SIM;FINALIZADA;NÃO;1;NÃO;PTYEL;HELICÓPTERO;BELL HELICOPTER;206L-4;TURBOEIXO;1;MONOMOTOR;7;1997;BRASIL;CACOAL;CACOAL;APROXIMAÇÃO FINAL;ESPECIALIZADA;LEVE;0
ACIDENTE;ARUANÃ;GO;BRASIL;FAER;07/06/2014;04:27:00;SIM;FINALIZADA;SIM;1;NÃO;PRBOP;HELICÓPTERO;EUROCOPTER;EC 130 B4;TURBOEIXO;1;MONOMOTOR;7;2010;BRASIL;BACACHERI;BACACHERI;PARTIDA DO MOTOR;POLICIAL;LEVE;0
ACIDENTE;COARI;AM;BRASIL;SBUY;30/05/2014;02:16:00;SIM;FINALIZADA;SIM;1;NÃO;PREPH;AVIÃO;CESSNA AIRCRAFT;210N;PISTÃO;1;MONOMOTOR;6;1981;BRASIL;SERAFIN ENOSS BERTASO;HERCÍLIO LUZ;OUTRA FASE;POLICIAL;NENHUM;0
ACIDENTE;ITAMARAJU;BA;BRASIL;FAER;21/05/2014;18:00:00;SIM;FINALIZADA;SIM;1;NÃO;PUHLA;ULTRALEVE;PARTICULAR;CURUMIM II;PISTÃO;1;MONOMOTOR;2;2014;BRASIL;PARÁ DE MINAS;PARÁ DE MINAS;VOO A BAIXA ALTURA;PRIVADA;DESTRUÍDA;2
ACIDENTE;CACHOEIRA DO SUL;RS;BRASIL;FAER;10/05/2014;20:25:00;SIM;FINALIZADA;SIM;1;NÃO;PRXCA;AVIÃO;BOEING;757-28A;JATO;2;BIMOTOR;4;NULL;BRASIL;GUARARAPES - GILBERTO FREYRE;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;LEVE;0
ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;FAER;10/05/2014;20:00:00;SIM;FINALIZADA;SIM;1;NÃO;PRTTW;AVIÃO;BOEING;727-225;JATO;3;TRIMOTOR;5;1980;BRASIL;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
ACIDENTE;PEDRA PRETA;MT;BRASIL;FAER;27/04/2014;20:00:00;SIM;FINALIZADA;SIM;1;NÃO;PPWSM;AVIÃO;BOEING COMPANY;707;JATO;4;QUADRIMOTOR;0;0;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
ACIDENTE;CURITIBA;PR;BRASIL;SBBI;17/04/2014;15:35:00;SIM;FINALIZADA;SIM;1;NÃO;PPVOY;AVIÃO;BOEING COMPANY;737-3K9;JATO;2;BIMOTOR;144;1991;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;***;0
INCIDENTE;DIADEMA;SP;BRASIL;FAER;04/05/2014;16:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTWCX;AVIÃO;PIPER AIRCRAFT;PA-25-235;PISTÃO;1;MONOMOTOR;1;1974;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;AGRÍCOLA;***;0
INCIDENTE;SOROCABA;SP;BRASIL;SDCO;29/04/2014;18:50:00;SIM;FINALIZADA;NÃO;1;NÃO;PTVQL;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTÃO;2;BIMOTOR;6;1993;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;***;0
INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;29/04/2014;11:20:00;SIM;FINALIZADA;NÃO;1;NÃO;PPSOZ;AVIÃO;MCDONNELL DOUGLAS;MD-11;JATO;3;TRIMOTOR;383;1991;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;***;0
INCIDENTE;CONFINS;MG;BRASIL;SBCF;22/04/2014;12:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PTHLP;HELICÓPTERO;HELIBRAS;HB-350B;TURBOEIXO;1;MONOMOTOR;6;1981;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;***;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;19/04/2014;13:25:00;SIM;FINALIZADA;NÃO;1;NÃO;PTHNO;HELICÓPTERO;HELIBRAS;HB-350B;TURBOEIXO;1;MONOMOTOR;6;1990;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;TÁXI AÉREO;***;0
INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;17/04/2014;03:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PPSMZ;AVIÃO;BOEING COMPANY;737-2A1;JATO;2;BIMOTOR;115;1974;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
INCIDENTE;BELÉM;PA;BRASIL;SBJC;15/04/2014;20:53:00;SIM;FINALIZADA;NÃO;1;NÃO;PTXFN;AVIÃO;BEECH AIRCRAFT;65-B80;PISTÃO;2;BIMOTOR;8;1968;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;***;0
INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;14/04/2014;19:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PPVMF;AVIÃO;BOEING COMPANY;737-241;JATO;2;BIMOTOR;138;0;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;13/04/2014;15:19:00;SIM;FINALIZADA;NÃO;1;NÃO;PTRQE;AVIÃO;EMBRAER;EMB-810C;PISTÃO;2;BIMOTOR;7;1982;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;***;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;10/04/2014;11:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMRZ;AVIÃO;FOKKER;F28MK0100;JATO;2;BIMOTOR;115;0;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;10/04/2014;19:44:00;SIM;FINALIZADA;NÃO;1;NÃO;PPVLD;AVIÃO;BOEING COMPANY;727-41;JATO;3;TRIMOTOR;3;1970;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;08/04/2014;22:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PPISG;AVIÃO;EMBRAER;EMB-120ER;TURBOÉLICE;2;BIMOTOR;34;1990;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;***;0
INCIDENTE;CABO FRIO;RJ;BRASIL;FAER;07/04/2014;17:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTSPC;AVIÃO;EMBRAER;EMB-145ER;JATO;2;BIMOTOR;55;1997;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;07/04/2014;18:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTYDW;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;PISTÃO;1;MONOMOTOR;2;1998;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OPERAÇÃO DE SOLO;INSTRUÇÃO;***;0
INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;05/04/2014;11:32:00;SIM;FINALIZADA;NÃO;1;NÃO;PTCDB;AVIÃO;CESSNA AIRCRAFT;182G;PISTÃO;1;MONOMOTOR;4;1964;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;***;0
INCIDENTE;GUARULHOS;SP;BRASIL;FAER;04/04/2014;06:25:00;SIM;FINALIZADA;NÃO;1;NÃO;PTKIX;AVIÃO;CESSNA AIRCRAFT;210L;PISTÃO;1;MONOMOTOR;6;1974;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;***;0
INCIDENTE;CURITIBA;PR;BRASIL;SBBI;03/04/2014;22:23:00;SIM;FINALIZADA;NÃO;1;NÃO;PTWCI;AVIÃO;CESSNA AIRCRAFT;A188B;PISTÃO;1;MONOMOTOR;1;1978;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;RETA FINAL;AGRÍCOLA;***;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;30/03/2014;22:54:00;SIM;FINALIZADA;NÃO;1;NÃO;PTSSB;AVIÃO;BOEING COMPANY;737-5Q8;JATO;2;BIMOTOR;125;0;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;30/03/2014;05:29:00;SIM;FINALIZADA;NÃO;1;NÃO;PTYPK;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;PISTÃO;1;MONOMOTOR;2;1998;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;TÁXI AÉREO;***;0
INCIDENTE;SALVADOR;BA;BRASIL;FAER;26/03/2014;13:58:00;SIM;FINALIZADA;NÃO;1;NÃO;PPSPL;AVIÃO;MCDONNELL DOUGLAS;MD-11;JATO;3;TRIMOTOR;383;1995;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;***;0
